summary_nr,fatality_ind,partition
170393813,1,test
170393896,0,train
170393995,0,test
170394019,1,test
170394043,1,train
170394068,1,test
170394076,1,train
170394092,1,test
170394167,1,train
170394209,1,test
170394225,1,train
170395016,1,test
170395560,1,test
170395586,1,test
170395594,1,test
170395610,0,test
170395644,0,test
170395669,1,train
170395719,0,train
170395727,0,test
170395735,0,test
170395750,1,test
170395826,1,test
170395834,1,test
170395909,0,test
170395917,0,test
170395933,0,test
170395941,0,test
170401012,1,train
170401095,1,train
170401103,0,train
170401111,1,test
170401129,1,test
170401137,1,test
170401145,1,test
170401152,1,test
170401160,1,test
170401186,0,test
170401194,1,train
170401202,0,train
170401251,1,test
170401277,1,test
170401285,1,train
170401301,1,test
170401319,1,test
170401376,1,train
170401400,1,train
170401418,1,test
170401574,1,test
170402010,1,test
170402028,0,test
170402069,1,test
170402077,1,test
170402085,1,test
170402101,1,test
170402119,1,test
170402127,1,test
170402135,1,train
170402143,1,test
170402150,1,test
170402176,1,train
170402184,1,test
170402192,1,test
170402200,1,train
170402218,1,test
170402226,0,test
170402234,1,test
170402341,1,test
170560080,0,train
170560189,1,test
170560627,1,test
170560692,0,test
170560700,0,train
170560783,1,test
170560791,0,test
170560809,1,test
170560841,0,test
170560973,1,test
170561013,0,train
170561021,1,test
170561047,1,test
170561054,0,test
170561112,0,test
170561138,0,train
170561146,0,train
170561153,1,test
170561161,0,train
170561211,1,train
170561229,1,test
170561252,1,test
170561278,0,test
170561302,1,test
170561310,1,train
170561344,0,test
170561351,0,test
170561443,0,test
170561468,1,test
170561476,0,train
170561484,1,test
170561500,0,test
170561526,0,test
170561690,0,train
170561708,0,test
170561724,0,train
170561732,1,test
170561757,1,test
170561765,1,test
170561831,1,train
170561906,0,test
170561914,1,train
170562102,0,test
170562151,0,test
170562193,0,test
170562201,0,test
170562219,0,test
170562235,0,test
170562284,0,test
170562367,1,train
170562375,0,test
170562391,1,train
170562409,0,test
170562417,0,train
170562433,1,test
170562458,0,test
170562466,1,test
170562474,0,test
170562482,0,train
170562490,0,test
170562508,0,test
170562516,0,test
170562532,0,train
170562540,0,test
170562557,0,test
170562565,0,train
170562581,0,train
170562607,1,test
170562623,0,test
170562631,0,test
170562664,1,train
170562698,0,test
170562706,0,train
170562730,0,test
170562748,1,test
170562755,1,train
170562763,0,test
170562771,0,test
170562789,0,test
170562797,1,test
170562805,0,test
170562813,1,test
170562821,0,train
170562839,0,test
170562862,0,train
170562946,1,train
170562953,1,test
170562987,0,test
170563019,1,test
170563027,0,train
170563035,0,test
170563043,1,train
170563050,1,train
170563076,0,test
170563084,1,train
170563092,0,test
170563100,0,test
170563126,0,test
170563142,0,test
170563159,0,test
170563175,0,test
170563191,0,test
170563209,1,test
170563217,0,test
170563233,0,test
170563274,0,train
170563290,0,test
170563324,0,test
170564041,1,test
170564058,1,test
170564074,1,test
170564207,1,test
170564637,1,test
170564652,1,test
170564660,1,test
170564710,1,test
170564850,1,test
170564892,1,test
170564900,1,test
170564918,1,test
170564926,1,test
170564934,1,test
170564967,1,test
170564975,1,train
170566038,1,test
170566053,1,train
170566087,1,test
170566186,1,test
170566228,1,test
170566277,1,test
170566293,1,train
170566319,1,test
170566343,1,test
170566400,1,test
170566475,1,train
170566483,1,test
170566533,1,test
170566541,1,test
170566772,1,test
170566798,1,test
170566848,1,train
170566905,1,train
170566947,1,test
170567358,1,test
170567366,0,train
170567614,0,test
170567663,0,test
170568075,0,test
170568083,1,test
170568091,1,train
170568109,0,test
170568141,1,test
170568158,1,test
170568166,0,test
170568174,0,test
170568190,1,test
170568380,1,test
170568398,1,test
170568414,1,test
170568422,1,test
170568430,0,test
170568448,1,test
170568455,1,test
170568463,1,train
170568471,0,test
170568489,1,train
170568497,1,test
170568604,1,test
170568620,1,test
170568638,0,test
170568653,1,test
170568661,1,test
170568687,0,train
170568711,0,train
170568729,0,test
170568745,0,train
170568752,1,train
170568794,1,test
170568802,0,test
170568810,0,test
170568828,1,test
170568851,0,train
170568869,0,test
170568877,0,train
170568885,0,test
170568893,0,test
170568927,0,train
170568935,0,test
170569016,1,test
170569032,1,test
170569040,0,train
170569214,0,test
170569222,1,test
170569271,1,train
170569313,1,train
170569321,1,train
170569347,0,test
170569396,0,test
170569727,0,test
170569859,0,test
170569867,1,test
170569875,1,test
170570014,1,train
170570022,0,train
170570048,1,test
170570063,0,test
170570089,0,test
170570097,0,test
170570162,0,test
170570188,0,train
170570220,0,train
170570238,0,test
170570246,1,test
170570253,0,test
170570261,1,test
170570311,0,test
170570329,0,train
170570337,0,test
170570345,0,test
170570386,0,test
170570394,0,test
170570402,1,test
170570436,0,train
170570444,0,train
170570469,0,test
170570477,1,train
170570485,0,test
170570493,1,test
170570501,1,test
170570519,0,train
170570543,1,train
170570550,0,test
170570568,0,test
170570576,1,test
170570584,0,test
170570618,1,test
170570634,1,test
170570642,0,test
170570659,1,test
170570675,0,test
170570691,0,test
170570709,1,test
170570717,0,test
170570741,0,test
170570790,1,test
170570808,1,train
170570816,0,test
170570824,0,test
170570832,0,test
170570873,1,test
170570899,1,test
170570907,0,test
170570923,1,train
170570931,1,test
170570956,0,test
170570964,0,train
170570972,0,test
170570980,0,test
170570998,1,test
170571004,1,test
170571012,0,test
170571046,0,test
170571053,0,test
170571079,1,train
170571095,0,test
170571103,1,train
170571111,1,train
170571160,1,train
170571186,0,test
170571194,0,train
170571228,1,test
170571236,0,train
170571251,0,train
170571319,1,train
170571327,0,train
170571335,0,test
170571343,0,test
170571368,1,train
170571392,0,train
170571400,0,test
170571418,0,test
170571426,0,test
170571475,0,test
170571483,0,test
170571491,0,train
170571509,0,test
170571533,0,test
170571574,1,train
170571590,0,test
170571608,0,test
170571616,0,test
170571624,0,test
170571632,1,train
170571657,1,train
170571665,0,test
170571681,1,test
170571699,1,test
170571715,1,test
170571723,1,test
170571731,0,test
170571749,0,test
170571764,0,test
170571772,0,test
170571780,1,test
170571806,0,test
170571889,0,test
170571905,0,test
170571913,0,test
170571939,0,test
170571954,0,test
170571962,0,test
170571988,0,train
170572135,1,test
170572143,0,test
170572150,0,test
170572168,1,test
170572176,0,train
170572184,1,test
170572259,1,train
170572325,0,test
170572341,0,train
170572358,0,test
170572366,0,train
170572374,0,test
170572382,0,test
170572390,0,train
170572408,0,test
170572416,0,test
170572465,0,train
170572473,0,test
170572481,0,test
170572499,1,test
170572507,0,test
170572515,0,train
170572648,1,train
170572655,0,train
170572739,0,train
170572747,1,test
170572754,0,test
170572762,1,test
170572770,0,test
170572812,0,test
170572838,0,train
170572846,0,test
170572879,0,train
170572887,1,test
170572895,0,test
170572903,0,test
170572945,1,train
170572952,0,test
170572960,1,test
170572978,1,test
170572986,0,test
170572994,1,train
170574016,1,train
170574024,1,test
170574099,1,test
170574107,1,test
170574123,1,train
170574164,1,test
170574198,1,test
170574206,1,train
170574230,1,test
170574289,1,test
170574297,1,test
170574305,1,test
170574313,1,test
170576011,1,test
170576029,1,test
170576037,1,test
170576045,1,train
170576060,1,test
170576078,1,test
170576102,1,train
170576110,1,test
170576136,1,test
170576193,1,train
170576201,1,train
170576219,1,train
170576268,1,test
170576284,1,train
170576326,1,test
170577019,1,test
170577027,1,test
170577050,1,train
170577076,1,train
170577084,1,test
170577092,1,test
170577134,0,test
170577191,1,test
170577209,1,test
170577217,1,train
170577563,1,test
170577571,1,test
170577639,1,test
170577647,1,test
170577654,1,test
170577670,1,train
170577688,1,test
170577696,1,test
170577712,1,train
170577720,1,test
170577738,1,train
170577746,1,test
170577753,1,train
170577761,1,test
170577779,1,test
170579015,1,test
170579023,0,test
170579056,0,test
170579064,1,train
170579080,1,train
170579130,1,test
170579171,1,test
170579189,0,test
170579205,1,test
170579221,1,test
170579270,0,test
170581011,1,test
170581029,1,test
170581979,1,train
170582068,1,test
170582084,1,test
170582092,1,test
170582118,1,test
170582126,1,test
170582142,1,test
170582167,1,train
170582175,1,test
170582191,1,train
170582209,1,test
170582217,1,train
170582258,1,test
170582316,1,test
170582324,1,train
170582373,1,test
170582399,1,test
170582423,1,train
170582431,1,train
170582449,1,test
170582456,1,train
170582472,1,test
170584023,0,test
170584031,0,train
170585012,0,train
170585038,0,test
170585269,0,test
170585277,0,test
170585285,0,test
170585293,0,train
170585301,0,test
170585319,0,train
170585327,1,train
170585350,0,test
170585368,0,test
170585376,0,train
170585400,1,train
170585426,0,test
170585442,0,test
170585459,1,test
170585467,0,test
170585491,0,test
170585509,0,test
170585517,0,test
170585541,0,test
170585558,0,train
170585574,0,test
170585582,0,train
170585590,0,test
170585608,0,test
170585616,0,train
170585632,0,train
170585657,0,test
170585665,0,test
170585673,0,test
170585681,0,train
170585699,0,test
170585707,0,train
170585715,0,train
170585731,0,test
170585749,0,test
170585756,0,test
170585764,0,test
170585772,0,test
170585780,0,train
170585830,0,train
170585855,0,test
170585905,0,test
170585913,0,test
170585921,0,train
170585939,0,test
170585947,0,test
170585954,1,test
170585962,0,train
170585970,1,test
170585988,0,test
170585996,0,test
170586010,0,test
170586028,0,test
170586036,0,train
170586051,0,test
170586135,0,test
170586176,0,test
170586184,0,test
170586192,0,train
170586267,1,train
170586317,0,test
170586333,0,test
170586341,0,test
170586358,0,test
170586366,0,test
170586374,0,test
170586382,0,test
170586416,0,test
170586424,0,test
170586432,0,train
170586440,0,train
170586457,0,test
170586473,0,test
170586689,1,train
170586713,0,test
170586721,0,test
170586739,0,test
170586762,0,test
170586770,0,test
170586788,0,test
170586796,1,test
170586846,1,train
170586903,0,test
170586952,0,test
170586986,0,test
170586994,0,train
170587000,0,test
170587026,0,test
170587034,0,train
170587042,0,train
170587059,0,test
170587067,0,train
170587075,0,test
170587083,0,test
170587091,0,test
170587109,0,test
170587133,0,train
170587141,0,test
170587158,0,test
170587174,0,test
170587182,1,test
170587208,0,test
170587216,0,train
170587224,0,test
170587232,0,train
170587240,0,train
170587257,0,test
170587265,0,train
170587273,1,train
170587281,0,train
170587307,0,test
170587315,0,train
170587331,1,test
170587349,1,test
170587356,0,test
170587364,0,test
170587372,0,test
170587406,1,test
170587505,0,test
170587513,0,test
170587521,1,test
170587539,0,test
170587547,0,test
170587554,0,train
170587570,0,test
170587588,0,train
170587596,0,test
170587604,0,train
170587620,0,test
170587638,0,test
170587646,0,test
170587653,0,train
170587661,0,test
170587679,0,train
170587687,0,test
170587703,0,test
170587729,0,test
170587737,0,test
170587745,0,test
170587752,0,test
170587778,0,train
170587786,0,test
170587802,0,test
170587810,0,test
170587836,1,test
170587844,0,test
170587851,0,test
170587869,0,train
170587877,0,test
170587885,0,test
170587893,0,test
170587919,0,test
170587927,0,test
170587943,0,test
170587950,0,train
170587968,1,test
170587976,0,test
170587984,0,test
170587992,0,train
170588008,0,test
170588016,0,train
170588024,1,test
170588032,0,train
170588040,0,test
170588057,0,test
170588065,0,test
170588099,0,train
170588156,0,test
170588172,0,train
170588206,0,train
170588214,0,test
170588222,0,train
170588230,0,train
170588263,1,test
170588271,0,train
170588289,0,train
170588297,0,train
170588305,0,test
170588347,0,test
170588354,0,test
170588362,0,test
170588370,0,train
170588388,0,test
170588420,0,test
170588479,0,test
170588487,0,train
170588495,0,test
170588503,0,test
170588537,0,test
170588545,1,test
170588610,0,test
170588636,0,train
170588644,0,train
170588651,0,test
170588669,0,test
170588685,0,test
170588693,0,train
170588719,0,test
170588727,0,train
170588834,1,test
170588974,0,test
170591044,0,test
170591085,0,train
170591093,0,test
170591135,0,test
170591143,0,test
170591150,0,test
170591168,0,train
170591176,1,test
170591192,0,train
170591200,0,test
170591226,0,test
170591234,0,test
170591242,0,test
170591259,0,train
170591267,0,test
170591275,0,train
170591283,0,test
170591309,0,test
170591317,0,test
170591325,0,train
170591333,0,test
170591341,0,test
170591358,0,test
170591366,0,test
170591374,0,train
170591382,0,test
170591390,0,test
170591408,0,test
170591416,0,test
170591424,0,train
170591432,0,test
170591457,0,test
170591473,0,train
170591507,1,test
170591515,1,test
170591549,0,test
170591556,0,train
170591580,1,train
170591598,0,test
170591622,0,test
170591648,0,train
170591655,0,train
170591663,0,test
170591671,0,test
170591689,0,test
170591705,1,test
170591747,0,test
170591770,0,train
170591796,0,test
170591812,0,test
170591820,0,test
170591838,0,test
170591853,0,test
170591879,0,test
170591903,0,test
170591911,0,test
170591929,0,test
170591937,0,test
170591945,0,test
170591978,0,train
170593016,0,test
170593024,0,train
170593057,0,train
170593065,0,test
170593081,1,test
170593131,0,train
170593198,0,test
170593214,0,test
170593222,0,train
170593255,0,test
170593271,0,test
170593297,0,train
170593305,0,test
170593313,0,test
170593388,0,test
170593420,0,test
170593453,0,test
170593479,0,train
170593495,0,train
170593503,0,test
170593511,0,train
170593529,0,test
170593537,0,test
170593545,0,test
170593560,0,test
170593578,0,train
170593594,0,test
170593602,0,test
170593610,1,train
170593636,0,test
170593644,1,test
170593685,0,test
170593701,0,test
170593818,1,test
170593842,0,test
170593859,0,test
170593867,0,test
170593875,0,test
170593909,0,train
170593917,0,test
170593958,0,test
170594006,0,test
170604060,0,test
170604086,0,test
170604110,0,train
170604128,0,test
170604136,0,train
170604144,0,train
170604227,0,test
170604243,1,train
170604326,0,test
170604367,1,train
170604466,0,test
170604474,0,test
170604482,0,test
170604524,0,train
170604565,0,test
170604573,0,test
170604581,0,test
170604599,0,test
170604615,0,test
170604623,0,train
170604714,0,test
170604755,0,test
170604813,0,train
170604870,0,test
170604896,0,test
170604946,0,train
170604995,0,test
170605000,0,train
170605018,1,test
170605026,0,train
170605034,0,train
170605042,0,train
170605059,0,train
170605067,0,train
170605075,0,test
170605083,0,train
170605091,0,test
170605109,0,test
170605117,0,train
170605125,0,train
170605158,1,test
170605166,0,test
170605174,0,train
170605182,0,test
170605190,0,test
170605208,0,train
170605216,0,train
170605224,0,train
170605232,1,test
170605240,0,test
170605257,0,test
170605265,0,test
170605273,1,train
170605281,0,test
170605299,0,train
170605307,0,train
170605315,0,test
170605323,0,test
170605331,0,test
170605349,0,test
170605356,0,train
170605364,0,test
170605372,0,test
170605380,0,train
170605398,0,test
170605406,0,test
170605414,0,train
170605422,0,test
170605430,0,test
170605448,0,train
170605455,0,test
170605463,0,test
170605471,0,test
170605489,0,test
170605497,0,test
170605513,0,test
170605539,0,test
170605547,0,test
170605554,0,test
170605562,0,train
170605570,0,test
170605588,0,test
170605596,0,test
170605604,0,train
170605612,0,test
170605620,1,test
170605638,1,test
170605646,0,train
170605653,0,train
170605661,0,test
170605679,0,test
170605687,0,train
170605695,0,test
170605711,0,test
170605729,0,test
170605737,0,train
170605745,0,train
170605752,0,train
170605760,0,test
170605778,0,test
170605786,0,test
170605794,0,train
170605802,0,test
170605810,0,test
170605828,0,test
170605844,0,test
170605851,0,train
170605869,0,test
170605877,0,test
170605885,0,test
170605893,0,train
170605901,0,train
170605919,0,test
170605927,0,test
170605935,0,test
170605943,0,test
170605950,1,test
170605968,0,train
170605976,0,train
170605984,0,test
170605992,0,test
170606008,0,test
170606032,0,test
170606057,0,test
170606073,0,train
170606081,0,test
170606107,1,test
170606222,0,test
170606248,0,test
170606263,0,test
170606271,0,test
170606289,0,test
170606297,0,test
170606321,0,test
170606347,0,test
170606412,0,test
170606420,0,train
170606438,0,test
170606453,0,test
170606461,0,test
170606479,0,train
170606487,1,test
170606503,0,test
170606537,0,test
170606677,0,train
170606693,0,test
170606701,0,test
170606719,0,test
170606727,0,train
170606735,0,test
170606743,0,test
170606750,0,test
170606768,0,train
170606776,0,test
170606784,0,train
170606792,0,test
170606800,0,train
170606818,0,train
170606826,0,test
170606834,0,test
170606842,0,test
170606859,0,test
170606867,0,test
170606875,1,test
170606891,0,train
170606917,0,test
170606941,0,train
170606966,0,test
170606982,0,train
170606990,1,train
170607006,0,train
170607097,0,train
170607121,0,test
170607154,0,train
170607212,0,test
170607220,0,train
170607238,0,test
170607246,0,test
170607261,0,test
170607279,1,train
170607287,0,test
170607295,0,train
170607303,0,test
170607311,0,test
170607337,0,test
170607345,0,test
170607352,0,train
170607360,0,test
170607378,0,test
170607386,0,test
170607428,0,train
170607436,0,test
170607444,0,test
170607451,0,train
170607469,0,test
170607477,0,test
170607485,1,test
170607493,0,train
170607501,0,train
170607519,0,test
170607527,1,test
170607535,0,test
170607543,0,train
170607550,0,test
170607568,0,test
170607576,0,test
170607584,0,test
170607592,0,test
170607600,0,train
170607626,0,test
170607634,0,test
170607642,0,test
170607659,1,train
170607675,0,test
170607691,0,train
170607725,0,train
170607733,0,test
170607758,0,test
170607766,1,test
170607782,0,train
170607808,0,train
170607816,0,test
170607824,0,test
170607857,0,train
170607865,1,test
170607873,0,test
170607899,0,train
170607923,0,train
170607931,0,test
170607956,0,train
170607964,1,train
170607972,0,test
170607980,0,train
170607998,0,train
170608004,0,train
170608012,0,train
170608020,0,test
170608038,0,test
170608061,0,test
170608145,0,test
170608152,0,train
170608186,0,test
170608194,0,train
170608202,0,train
170608228,0,test
170608236,0,train
170608244,0,train
170608293,0,train
170608327,1,test
170608335,0,test
170608350,0,test
170608368,0,train
170608384,1,test
170608418,0,train
170608434,0,test
170608459,0,test
170608475,0,train
170608491,0,test
170608517,0,train
170608525,0,test
170608574,1,test
170608608,0,train
170608632,0,test
170608657,0,test
170608681,0,train
170608731,0,test
170608756,0,test
170608764,0,train
170608798,0,test
170608806,0,train
170608814,1,test
170608822,1,train
170608830,0,test
170608848,0,train
170608855,0,test
170608863,0,test
170608871,0,train
170608889,0,test
170608905,0,test
170608921,0,test
170608939,0,test
170608947,0,test
170608954,0,test
170608988,0,train
170609002,0,train
170609028,0,test
170609051,0,train
170609085,0,test
170609101,1,test
170609143,0,test
170609150,0,train
170609168,0,test
170609184,0,test
170609192,0,test
170609200,0,test
170609259,0,train
170609309,0,test
170609341,0,test
170609366,0,test
170609374,0,test
170609382,0,train
170609390,0,test
170609481,1,test
170609564,0,test
170609580,0,test
170609598,0,test
170609622,0,test
170609630,0,train
170609655,0,test
170609663,0,test
170609697,0,test
170609705,0,test
170609721,0,train
170609762,0,test
170609820,0,test
170609861,0,train
170609879,0,test
170609887,0,test
170609895,0,test
170609903,1,train
170609929,0,test
170609952,0,test
170609960,0,train
170609994,0,test
170611016,0,train
170611032,1,test
170611057,0,test
170611073,0,test
170611099,0,test
170611115,0,train
170611164,1,test
170611180,0,test
170611198,0,test
170611206,1,test
170611214,0,train
170611222,0,test
170611248,0,test
170611255,0,test
170611297,1,test
170611321,0,test
170611339,0,test
170611347,0,test
170611354,0,train
170611388,0,test
170611404,0,test
170611453,0,test
170611461,0,test
170611479,0,test
170611495,0,train
170611503,0,test
170611529,1,test
170611545,0,test
170611669,0,test
170611693,0,test
170611727,0,test
170611743,0,train
170611750,0,test
170611776,1,test
170611792,0,test
170611826,1,test
170611883,0,test
170611909,0,train
170611925,0,train
170611941,0,test
170611966,0,train
170612014,0,test
170612022,0,test
170612030,0,test
170612121,0,test
170612139,0,train
170612147,0,train
170612154,0,train
170612162,0,test
170612170,0,train
170612188,0,test
170612196,0,train
170612204,0,train
170612220,0,test
170612238,0,test
170612246,0,test
170612253,1,train
170612261,0,train
170612279,0,test
170612295,0,train
170612311,1,test
170612345,0,test
170612352,0,test
170612386,0,test
170612394,0,train
170612402,0,test
170612410,0,test
170612428,0,test
170612485,0,test
170612493,0,test
170612501,0,test
170612519,0,test
170612527,0,train
170612535,0,train
170612543,1,train
170612550,0,train
170612568,0,test
170612592,0,test
170612600,1,train
170612618,0,test
170612626,0,train
170612634,0,train
170612642,0,train
170612667,0,train
170612683,0,test
170612717,0,test
170612725,0,train
170612741,1,test
170612808,0,train
170612832,0,test
170612840,0,test
170612865,0,test
170612873,0,test
170612899,0,test
170612907,0,test
170612915,0,train
170612923,0,train
170612931,0,test
170612964,0,test
170612972,0,test
170612980,0,test
170613004,0,train
170613012,0,test
170613046,0,test
170613053,0,train
170613061,1,test
170613079,0,test
170613095,0,test
170613103,1,test
170613111,0,train
170613129,1,test
170613137,0,test
170613145,0,test
170613152,0,train
170613178,0,test
170613194,0,test
170613202,0,train
170613210,0,train
170613228,0,test
170613236,0,train
170613244,0,test
170613251,0,test
170613269,0,test
170613285,0,train
170613293,0,test
170613301,0,train
170613319,0,test
170613327,0,test
170613335,0,test
170613343,0,test
170613350,0,test
170613368,0,train
170613384,0,test
170613392,0,train
170613400,0,test
170613418,0,train
170613426,0,test
170613434,0,test
170613442,0,test
170613459,0,test
170613467,0,test
170613475,0,test
170613483,0,train
170613491,0,test
170613509,0,test
170613525,0,test
170613541,0,test
170613632,0,train
170613640,0,train
170613657,0,train
170613665,0,test
170613673,0,test
170613681,0,train
170613699,1,test
170613707,0,test
170613715,0,train
170613723,0,train
170613731,0,test
170613749,0,train
170613806,0,train
170613814,1,test
170613822,0,test
170613830,1,train
170613848,0,test
170613855,0,train
170613863,0,train
170613871,1,train
170613897,0,test
170613905,0,test
170613913,0,test
170613921,0,test
170613939,0,test
170613947,1,test
170613954,1,test
170613970,1,test
170613988,1,test
170613996,0,test
170614002,0,train
170614028,0,test
170614036,0,train
170614044,0,test
170614051,0,test
170614069,0,train
170614077,1,test
170614085,0,test
170614093,0,train
170614101,0,train
170614119,0,test
170614127,1,test
170614135,0,train
170614143,1,test
170614150,0,test
170614168,0,test
170614176,1,train
170614184,1,train
170614218,0,train
170614226,0,test
170614234,0,test
170614242,0,train
170614267,0,test
170614275,0,train
170614291,0,test
170614309,0,test
170614317,0,test
170614333,0,train
170614341,0,test
170614366,0,train
170614374,0,test
170614382,0,test
170614390,0,train
170614408,1,test
170614416,0,test
170614424,0,train
170614457,0,test
170614473,0,test
170614481,0,test
170614499,0,train
170614507,0,test
170614515,0,test
170614523,0,train
170614531,0,train
170614549,0,train
170614556,1,train
170614564,1,test
170614572,1,test
170614580,0,test
170614598,0,test
170614606,0,train
170614614,0,test
170614622,1,train
170614630,0,train
170614655,0,test
170614663,0,test
170614671,0,train
170614689,0,train
170614697,0,test
170614705,0,test
170614713,0,test
170614721,0,test
170614739,0,train
170614747,0,test
170614754,0,test
170614762,0,test
170614770,0,train
170614788,0,test
170614796,0,train
170614804,0,train
170614812,0,test
170614820,0,test
170614846,0,test
170614853,0,test
170614945,0,test
170614978,0,train
170614986,0,test
170615017,0,train
170615033,1,test
170615041,0,test
170615058,0,train
170615066,0,test
170615074,0,test
170615082,0,test
170615090,0,test
170615108,0,train
170615116,0,test
170615132,0,test
170615157,0,train
170615165,0,test
170615173,0,test
170615181,0,train
170615199,0,test
170615207,0,test
170615215,0,test
170615223,0,test
170615231,0,train
170615249,0,train
170615256,0,test
170615264,0,test
170615272,0,test
170615280,0,test
170615298,0,test
170615314,0,test
170615322,0,test
170615330,0,test
170615371,0,test
170615389,0,test
170615397,0,test
170615405,0,train
170615421,0,test
170615439,0,train
170615447,0,test
170615454,0,train
170615470,0,test
170615488,0,test
170615496,0,train
170615512,0,train
170615520,0,test
170615538,0,train
170615553,0,test
170615579,0,test
170615736,0,test
170615751,0,test
170615777,1,test
170615785,0,test
170615801,0,test
170615827,0,test
170615835,0,train
170615843,1,test
170615868,0,test
170615892,0,test
170615900,0,test
170615926,0,test
170615934,0,test
170615967,0,test
170615975,0,train
170615983,0,test
170615991,0,test
170616007,0,test
170616015,0,train
170616023,0,test
170616031,1,train
170616049,0,test
170616056,0,train
170616072,0,test
170616080,0,test
170616114,0,test
170616122,0,test
170616171,0,test
170616189,0,test
170616197,1,test
170616205,1,test
170616213,0,test
170616221,0,test
170616239,0,test
170616247,0,test
170616262,0,train
170616270,0,test
170616288,0,test
170616296,0,test
170616312,0,train
170616338,1,test
170616346,0,test
170616353,0,train
170616395,0,train
170616411,0,test
170616437,0,test
170616452,0,test
170616510,0,test
170616528,0,train
170616536,0,test
170616544,0,test
170616551,0,train
170616569,0,train
170616577,0,test
170616585,1,test
170616619,0,test
170616627,0,test
170616635,0,test
170616650,0,test
170616684,0,test
170616718,0,test
170616742,0,test
170616767,0,test
170616783,0,train
170616791,0,test
170616825,1,test
170616833,0,test
170616841,0,test
170616858,0,test
170616882,0,test
170616916,0,test
170616924,0,train
170616932,0,train
170616965,0,test
170616973,0,test
170617005,0,train
170617013,0,test
170617021,0,train
170617039,0,train
170617104,0,train
170617112,0,train
170617120,0,test
170617138,0,test
170617146,1,train
170617153,0,test
170617161,0,test
170617179,1,train
170617187,0,test
170617195,1,test
170617203,0,test
170617211,0,test
170617229,0,test
170617245,0,train
170617252,0,train
170617260,0,test
170617278,0,test
170617286,0,train
170617294,0,test
170617302,0,test
170617310,1,test
170617336,0,train
170617344,0,train
170617369,0,train
170617377,0,train
170617393,0,test
170617401,0,train
170617427,1,train
170617435,0,test
170617450,0,test
170617468,0,test
170617476,0,test
170617484,0,test
170617492,0,train
170617500,0,test
170617518,1,train
170617542,0,test
170617559,0,test
170617567,0,test
170617583,0,test
170617591,0,test
170617609,0,test
170617617,0,train
170617625,1,train
170617633,0,test
170617641,0,train
170617658,0,test
170617674,0,test
170617690,0,test
170617708,0,train
170617716,0,test
170617724,0,train
170617732,0,test
170617757,1,train
170617773,0,train
170617799,0,test
170617831,0,test
170617849,0,test
170617856,0,test
170617872,0,test
170617880,1,test
170617898,1,test
170617914,1,test
170617922,0,test
170617948,0,train
170617955,0,test
170617963,1,train
170617989,1,train
170617997,0,test
170618003,0,train
170618037,0,train
170618060,0,test
170618078,0,train
170618086,0,test
170618094,0,test
170618102,0,train
170618110,0,test
170618128,0,test
170618136,0,test
170618144,0,test
170618151,0,test
170618169,1,test
170618177,0,test
170618185,0,train
170618193,1,train
170618201,0,test
170618219,0,test
170618235,0,test
170618250,0,test
170618276,0,test
170618284,0,test
170618292,1,test
170618300,0,test
170618326,0,test
170618342,0,test
170618359,1,test
170618375,1,test
170618383,0,test
170618391,0,train
170618409,0,train
170618417,0,test
170618425,0,train
170618458,0,test
170618466,0,test
170618482,0,test
170618508,0,test
170618524,0,test
170618532,0,test
170618540,0,train
170618557,0,train
170618565,0,train
170618581,0,train
170618599,0,train
170618607,0,train
170618615,0,test
170618623,0,train
170618631,0,train
170618649,0,test
170618656,0,train
170618664,0,train
170618672,0,test
170618698,0,test
170618714,0,test
170618722,0,test
170618730,0,test
170618748,0,test
170618755,0,test
170618763,0,test
170618771,0,test
170618797,0,test
170618805,0,train
170618813,0,train
170618821,0,test
170618839,0,test
170618847,0,test
170618854,0,test
170618862,0,test
170618888,0,test
170618896,0,train
170618904,0,train
170618912,0,test
170618920,0,test
170618938,0,test
170618946,1,test
170618987,0,train
170618995,0,test
170619001,0,test
170619019,0,train
170619050,0,test
170619076,0,test
170619084,0,train
170619092,1,train
170619126,0,train
170619175,0,train
170619241,0,test
170619373,0,test
170619399,0,test
170619407,0,test
170619423,0,test
170619431,0,test
170619456,0,train
170619985,0,test
170620033,0,test
170620041,0,test
170620058,0,train
170620066,0,test
170620074,0,train
170620082,0,test
170620140,0,test
170620157,0,test
170620173,0,test
170620199,0,test
170620207,0,train
170620215,0,test
170620231,0,test
170620249,0,test
170620256,0,test
170620280,0,train
170620306,1,train
170620314,0,train
170620322,0,train
170620330,0,test
170620348,0,test
170620355,0,test
170620363,0,test
170620439,0,test
170620447,0,train
170620454,0,train
170620462,0,train
170620504,0,test
170620512,0,test
170620538,0,test
170620546,0,test
170620561,0,test
170620587,0,test
170620595,1,test
170620603,0,train
170620629,0,test
170620637,0,train
170620645,0,test
170620660,0,test
170620678,0,train
170620686,1,train
170620694,0,test
170620702,0,train
170620710,0,test
170620728,0,test
170620736,1,test
170620744,0,test
170620751,0,test
170620777,0,test
170620785,0,test
170620827,0,test
170620835,0,test
170620850,0,test
170620868,1,test
170620884,1,train
170620926,0,test
170620942,0,test
170620967,0,test
170620975,0,test
170620983,0,test
170620991,0,test
170621015,0,train
170621023,0,test
170621031,0,test
170621064,0,test
170621072,0,test
170621080,0,test
